,dam_code,geometry
580,597,POINT (140.5023822101076 35.96314607994598)
581,566,POINT (140.2641484012988 36.11166158346416)
582,611,POINT (139.0564795594595 36.9114993034658)
583,577,POINT (139.0430858346393 36.48610177124979)
584,603,POINT (139.0605059195903 36.8682771522225)
585,571,POINT (139.03672895296 36.80430498608374)
586,599,POINT (139.0168123063737 36.80436052712655)
587,583,POINT (139.0797449284939 36.88255707077635)
588,637,POINT (138.8928054690529 36.71236814993212)
589,617,POINT (139.0610389739993 36.77485081449169)
590,642,POINT (139.1169758934036 36.6589238604779)
591,638,POINT (139.175284215128 36.63897158458023)
592,604,POINT (139.3397855899013 36.82386044382713)
593,623,POINT (138.7210882754631 36.57211060072224)
594,596,POINT (138.7138483398608 36.55682269662515)
595,628,POINT (138.4697285882319 36.48687282840061)
596,635,POINT (138.6274172573488 36.55164455477253)
597,581,POINT (138.6343338183553 36.62811019925444)
598,616,POINT (138.9905336465333 36.47051399792619)
599,620,POINT (138.6497849337204 36.65037266533253)
600,612,POINT (138.7811297968933 36.69636463995244)
601,622,POINT (138.7955003043694 36.62180919522005)
602,606,POINT (138.6997429088244 36.4509705597049)
603,568,POINT (138.9461404655122 36.38875319063153)
604,589,POINT (138.7077668527096 36.35333791652866)
605,621,POINT (138.7008654820555 36.36869385498796)
606,570,POINT (138.7452264485626 36.31849936087659)
607,643,POINT (138.6782470160791 36.23514313362728)
608,591,POINT (138.6854920969169 36.1364188457369)
609,592,POINT (138.6597259845679 36.22833291135802)
610,593,POINT (138.6545165991028 36.24112448097442)
611,582,POINT (138.8318651718008 36.26088838520987)
612,573,POINT (138.8774017203208 36.22592999301366)
613,598,POINT (139.0347636689032 36.21351295360767)
614,615,POINT (139.0222172979778 36.23634287737075)
615,595,POINT (138.7047441929514 36.0519851555061)
616,587,POINT (139.02283780782 36.13296714970823)
617,569,POINT (139.0491425413881 36.15241879076009)
618,579,POINT (138.8896881542873 36.12618121831817)
619,607,POINT (139.0449563776954 36.21549823676506)
620,567,POINT (139.1342076332421 36.46051437389038)
621,605,POINT (139.2634879057777 36.43459973928061)
622,636,POINT (139.3730929918285 36.54190920751724)
623,613,POINT (139.2795736421754 36.43951250534946)
624,614,POINT (139.6851107355877 36.19883247528238)
625,575,POINT (139.4098386315956 36.57602513540773)
626,641,POINT (139.4077138028835 36.47260970450128)
627,1043,POINT (138.641449701969 36.71872174622833)
628,590,POINT (138.7613890327892 36.37050419574555)
629,594,POINT (138.6522260123457 36.23416626014814)
630,565,POINT (139.0304252454676 36.80388831325389)
631,574,POINT (138.8880129900046 36.74986902130907)
632,639,POINT (140.3554589881513 35.5813372953636)
633,644,POINT (140.2022629652191 35.47677607849562)
634,580,POINT (140.7453590655177 35.73610894375133)
635,645,POINT (140.2865483145072 35.51498097906483)
636,650,POINT (140.3740572427137 35.34772191135352)
637,649,POINT (140.3694460601923 35.35008839873592)
638,653,POINT (140.2055334726373 35.17097496871588)
639,651,POINT (140.2818094585382 35.15973840767549)
640,655,POINT (140.2837039412066 35.24667572671029)
641,654,POINT (140.2322008435106 35.22004460886654)
642,657,POINT (140.3366951669557 35.22875161807383)
643,658,POINT (140.307626202748 35.23673625095461)
644,656,POINT (140.3106678815291 35.19566673166662)
645,659,POINT (140.3075568586984 35.23496383903546)
646,662,POINT (140.1274731198396 35.14668722854589)
647,663,POINT (140.1071605239058 35.15148819812089)
648,665,POINT (140.0069271271991 35.1151252195973)
649,666,POINT (140.0760833221295 35.15252838811955)
650,667,POINT (139.9970964814863 35.06575274923387)
651,668,POINT (139.9802777413222 35.04508308516159)
652,669,POINT (139.9747305612998 35.05074226813502)
653,670,POINT (139.9611936268379 35.07491962421597)
654,671,POINT (139.8955467991819 34.93040569231175)
655,673,POINT (139.8891784230401 34.95989960432365)
656,674,POINT (139.9289150065384 35.06935577199221)
657,675,POINT (139.936329759282 35.0938478022818)
658,676,POINT (139.9155555761763 35.05254058915568)
659,677,POINT (139.8529181055591 35.07143070572033)
660,678,POINT (139.8691388579006 35.04858480762363)
661,679,POINT (139.8970648829885 35.1238287668379)
662,681,POINT (139.8465108930764 35.15180989622991)
663,680,POINT (139.8383495204565 35.15384162626566)
664,682,POINT (139.9600514483523 35.17874301544549)
665,683,POINT (139.8756956293557 35.26777571804541)
666,685,POINT (140.0224383721614 35.19676496295313)
667,686,POINT (140.0265573629072 35.22111032855287)
668,684,POINT (139.9076188370423 35.29501399688849)
669,687,POINT (139.9711793805739 35.34333553461329)
670,689,POINT (140.0855965983351 35.23000189470417)
671,688,POINT (140.0735820412776 35.20198188914088)
672,690,POINT (140.1451151931382 35.35783143244663)
673,691,POINT (140.1279184197638 35.49502552504214)
674,647,POINT (140.2181799836972 35.34113188952961)
675,646,POINT (140.2110307868056 35.37588233023808)
676,648,POINT (140.2475598954198 35.35926359953697)
677,652,POINT (140.3565768842866 35.28306770605462)
678,660,POINT (140.1913655072568 35.16226220309898)
679,661,POINT (140.1293531842531 35.14250054149926)
680,664,POINT (140.0301116259773 35.11350061263011)
681,672,POINT (140.0624576223141 35.0742446615327)
682,709,POINT (139.0508875220034 35.78967092970095)
683,708,POINT (139.1241697968059 35.81102751394889)
684,706,POINT (139.4404041840224 35.76385300062736)
685,707,POINT (139.4170865347223 35.76322220188899)
686,705,POINT (139.4404041840224 35.76385300062736)
687,710,POINT (142.2092806600001 27.06121110000009)
688,711,POINT (142.1624773046494 26.64681579808041)
689,712,POINT (139.8245020107616 33.06723824834302)
690,713,POINT (139.2754747534709 35.60766674813362)
691,722,POINT (139.1954721375797 35.61565189549884)
692,723,POINT (139.2300767947046 35.60204089903863)
693,715,POINT (139.2839004598447 35.58579588120051)
694,717,POINT (139.370620468257 35.37575904991024)
695,718,POINT (139.3712705994017 35.42011998320606)
696,716,POINT (139.1335348521843 35.55047430203035)
697,719,POINT (139.388065205654 35.5341058881678)
698,720,POINT (139.2493633956296 35.54238903998771)
699,721,POINT (139.2555819218856 35.53877957724268)
700,727,POINT (139.1662323391455 35.27304479886948)
701,730,POINT (139.0416682825928 35.41027769496918)
702,726,POINT (139.0146879196867 35.43512692986508)
703,610,POINT (139.1091712514817 36.16277718261739)
704,585,POINT (139.7249781727038 36.09399945047534)
705,702,POINT (138.9098920049753 35.94161078067361)
706,700,POINT (139.1694779127023 36.11605982709852)
707,693,POINT (138.9313591995354 35.89993434729121)
708,696,POINT (138.8988464637852 35.95610435799824)
709,694,POINT (139.0518627456571 35.95398639039371)
710,695,POINT (138.9657900843388 36.0581315210635)
711,692,POINT (139.1658378616668 36.12916611814813)
712,699,POINT (139.1776107497777 35.87257857713735)
713,697,POINT (139.291410155458 35.91749258512959)
714,701,POINT (139.3309391297832 35.87481578567173)
715,703,POINT (139.4155330126266 35.77800162367657)
716,704,POINT (139.4155330126266 35.77800162367657)
717,698,POINT (139.6393908809243 35.80652503694591)
718,496,POINT (139.566532807 37.69652325800007)
719,530,POINT (139.4697627470001 37.70524794600004)
720,504,POINT (139.3872923060001 37.69319411000004)
721,527,POINT (139.5961612670001 37.74289502700003)
722,513,POINT (139.293277686 37.64269058700006)
723,945,POINT (139.7041781890001 38.26309878300003)
724,946,POINT (139.6352642720001 38.24217473300007)
725,944,POINT (139.7135502150001 38.27605343100004)
726,950,POINT (139.6401064790001 38.07708610500003)
727,949,POINT (139.5669031740001 38.03105292500004)
728,951,POINT (139.549967796 37.91911274600005)
729,953,POINT (139.537087408 37.92905477800008)
730,952,POINT (139.536897228 37.96082477600004)
731,954,POINT (139.512257083 38.00605856100003)
732,956,POINT (139.561076563 37.84040713100006)
733,955,POINT (139.4921340850001 37.81521206900004)
734,957,POINT (139.4670384670001 37.81759588800003)
735,959,POINT (139.424341052 37.85028150900007)
736,1038,POINT (138.697998145 37.06664963100008)
737,1040,POINT (138.7265618870001 37.13667768800008)
738,977,POINT (138.8092520980001 37.28910221400002)
739,1021,POINT (138.612453887 36.97200851100007)
740,1039,POINT (138.6601011030001 36.94436608500007)
741,1006,POINT (138.6372283430001 36.94388951900004)
742,1019,POINT (138.766089597 36.84363844400008)
743,1011,POINT (138.7409594100001 36.85891037000005)
744,969,POINT (138.759450784 36.88294395700007)
745,1029,POINT (138.6927525780001 36.96804950400008)
746,985,POINT (138.7163602950001 37.12668590800007)
747,1015,POINT (138.738313509 37.19660727300004)
748,1018,POINT (139.0001884710001 37.05450512000004)
749,1027,POINT (139.0810068400001 37.33983843300007)
750,987,POINT (139.1636205640001 37.34333201500004)
751,1030,POINT (139.1249462280001 37.27928764700005)
752,972,POINT (139.0971984250001 37.32158493700007)
753,1037,POINT (139.1031248090001 37.36401275000003)
754,1017,POINT (138.969964322 37.30646668000003)
755,1041,POINT (139.005012424 37.30276317300007)
756,1036,POINT (138.846360836 37.28376729100006)
757,1028,POINT (138.8340060160001 37.29866821500008)
758,1022,POINT (138.74945258 37.22694364400007)
759,1033,POINT (138.7234741850001 37.17264856600008)
760,1034,POINT (138.7175696900001 37.16634264300006)
761,1035,POINT (138.5619781600001 37.10697138200004)
762,1012,POINT (138.5849665840001 37.03573874700004)
763,1042,POINT (138.7650948300001 37.33041837900004)
764,1000,POINT (139.05216181 37.43662335400006)
765,973,POINT (139.1544545370001 37.49416523000008)
766,1014,POINT (139.17365612 37.50519920500005)
767,1031,POINT (139.0640104410001 37.63930391200006)
768,1023,POINT (139.139874092 37.74520417000008)
769,1032,POINT (139.1286241070001 37.73051252000005)
770,1049,POINT (138.6094792 37.17691138200007)
771,1051,POINT (138.5693810570001 37.24759075900005)
772,1052,POINT (138.5039922620001 37.31074165100006)
773,1053,POINT (138.512085476 37.29733757900004)
774,1054,POINT (138.476523409 37.24231642500007)
775,1056,POINT (138.5248410070001 37.33616552400008)
776,1063,POINT (138.075739878 36.85807101900008)
777,1067,POINT (138.276335601 36.86928101900003)
778,1068,POINT (138.306353722 36.92359726800004)
779,1062,POINT (138.331592526 36.96388573400003)
780,1061,POINT (138.182624421 37.14550978200003)
781,1066,POINT (138.2192531110001 37.14738088300004)
782,1065,POINT (138.37803494 37.09241520400008)
783,1060,POINT (138.369073435 37.08156837500007)
784,1064,POINT (138.3569074280001 37.09641332900003)
785,1070,POINT (138.1917379280001 37.08527529800006)
786,1071,POINT (138.0734214080001 36.98059726100007)
787,1073,POINT (138.4847792390001 38.02869137100004)
788,1075,POINT (138.3781938940001 37.88902448800008)
789,1078,POINT (138.3333276300001 37.92292335100007)
790,1077,POINT (138.3129238770001 37.92651013700004)
791,1085,POINT (138.4495209520001 38.00734499200007)
792,1084,POINT (138.457324552 37.99541725400007)
793,1080,POINT (138.441095783 37.98600815200007)
794,1081,POINT (138.3583696530001 38.06213756300008)
795,1082,POINT (138.3583858960001 38.06213756300008)
796,1083,POINT (138.4423661190001 37.95193606200007)
797,1089,POINT (138.4667328040001 37.95371780700003)
798,1090,POINT (138.411819743 37.97192143700005)
799,1087,POINT (138.425077911 37.99254322200005)
800,1088,POINT (138.3303748960001 38.04076514300004)
801,1086,POINT (138.341514069 38.05654806500007)
802,1091,POINT (138.3899365760001 37.95631572200006)
803,1079,POINT (138.3830226060001 38.06782422700007)
804,1092,POINT (138.3001651220001 38.03525617300005)
805,1093,POINT (138.2715634250001 38.04236411200003)
806,947,POINT (139.607618653 38.07313830600003)
807,975,POINT (138.7196529240001 37.18378969100007)
808,1047,POINT (138.6803348880001 37.48983642800005)
809,1048,POINT (138.6357398120001 37.18190907300004)
810,1050,POINT (138.534044955 37.24430131000003)
811,1069,POINT (138.2284437820001 37.09491962100003)
812,1074,POINT (138.4023481270001 37.91494463200007)
813,1094,POINT (138.33305766 38.18872677500008)
814,1095,POINT (138.3788977510001 38.22645685700007)
815,976,POINT (138.805822882 37.29347602300004)
816,958,POINT (139.4670384670001 37.81759588800003)
817,1013,POINT (139.1736663190001 37.50521511300008)
818,1045,POINT (139.1427127190001 37.58004341600008)
819,1046,POINT (139.1573803560001 37.57651162800005)
820,500,POINT (139.2497651690001 37.15398326200005)
821,1072,POINT (138.4663020420001 38.04092143300005)
822,1076,POINT (138.345864977 37.92201589100006)
823,1058,POINT (138.3647428840001 37.03596904100004)
824,1055,POINT (137.9119278610001 37.02835918600005)
825,528,POINT (139.5961531290001 37.74295027200003)
826,1057,POINT (138.524722687 37.33617490100005)
827,965,POINT (138.703214202 37.15211960300007)
828,964,POINT (138.7184834640001 37.15182226200005)
829,967,POINT (138.8306582150001 37.29919920100008)
830,1059,POINT (138.377636237 37.10613125600003)
831,1044,POINT (138.9896767490001 37.51743239200005)
832,1097,POINT (137.6181531860001 36.88860995900006)
833,1102,POINT (137.662087905 36.56647116200003)
834,1100,POINT (137.681939552 36.64947645400008)
835,1099,POINT (137.648171744 36.71008755400004)
836,1098,POINT (137.631227746 36.77003211800007)
837,1101,POINT (137.5903625020001 36.80948889300004)
838,1103,POINT (137.6677001810001 36.84222640700006)
839,1104,POINT (137.4865916890001 36.85619858600006)
840,1105,POINT (137.518244234 36.80417179300008)
841,1106,POINT (137.430699288 36.75352653600004)
842,1108,POINT (137.4338935310001 36.66958208800003)
843,1107,POINT (137.4161320620001 36.67956931100008)
844,1109,POINT (137.359844768 36.63952115400008)
845,1112,POINT (137.4994415790001 36.50995472600005)
846,1116,POINT (137.454341963 36.56616077500007)
847,1113,POINT (137.448424046 36.48953342600004)
848,1115,POINT (137.4363049330001 36.54401158500008)
849,1114,POINT (137.399196133 36.48939012300008)
850,1117,POINT (137.38890658 36.52340450600008)
851,1110,POINT (137.3660184350001 36.55032464400006)
852,1111,POINT (137.3668922590001 36.56388647600005)
853,1145,POINT (137.2409267410001 36.49620994600008)
854,1143,POINT (137.2230773560001 36.55320018900005)
855,1127,POINT (137.201776212 36.55969533900003)
856,1131,POINT (137.3126532670001 36.56044327800004)
857,1139,POINT (137.064180586 36.48890053400004)
858,1138,POINT (137.091712601 36.53833182400007)
859,1142,POINT (137.098036402 36.56197526100004)
860,1144,POINT (137.187462436 36.51051674400003)
861,1135,POINT (137.1779857140001 36.45522306600003)
862,1124,POINT (137.062350645 36.58041415300005)
863,1120,POINT (137.0719883620001 36.56445779600006)
864,1121,POINT (137.0511634600001 36.48713855300008)
865,1146,POINT (137.1050685030001 36.65974658300007)
866,1154,POINT (136.9089199750001 36.40102712200007)
867,1159,POINT (136.983906304 36.47239233500005)
868,1164,POINT (137.0082260890001 36.55677712400006)
869,1156,POINT (136.9955803370001 36.57522175300005)
870,1161,POINT (136.870613454 36.37618417400006)
871,1163,POINT (137.020022626 36.48545782000008)
872,1166,POINT (136.990593986 36.38618910100007)
873,1155,POINT (136.9984797180001 36.32799326500003)
874,1158,POINT (137.0225313980001 36.47459827300003)
875,1165,POINT (137.0395398100001 36.65461384700006)
876,1160,POINT (137.0508916870001 36.64522172500006)
877,1168,POINT (136.805911581 36.47002270100006)
878,1183,POINT (136.810011267 36.47830719800004)
879,1172,POINT (136.8549840920001 36.46862571500003)
880,1181,POINT (136.9052216340001 36.48620866700003)
881,1177,POINT (136.8360785520001 36.50479057400003)
882,1167,POINT (136.8697750250001 36.48406643800007)
883,1179,POINT (136.939032867 36.52617205400003)
884,1184,POINT (136.86931631 36.50085449200003)
885,1176,POINT (136.8625036290001 36.50133726300004)
886,1178,POINT (136.827241572 36.66519754900003)
887,1175,POINT (136.8816479770001 36.75250633500008)
888,1171,POINT (136.8529214770001 36.72549863300003)
889,1186,POINT (136.8915432270001 36.81313533500003)
890,1187,POINT (136.8985881990001 36.89858185600008)
891,1188,POINT (136.8966829650001 36.89281062200007)
892,1189,POINT (136.997519665 36.95686632500008)
893,1096,POINT (137.584879311 36.87066747600005)
894,1162,POINT (137.0351478470001 36.64279193600004)
895,1182,POINT (136.831744262 36.48387779500007)
896,1185,POINT (137.0252340860001 36.81202727800007)
897,1170,POINT (136.816296122 36.69554005900005)
898,1169,POINT (136.832853685 36.51025783100005)
899,1174,POINT (136.8370687300001 36.55358518700007)
900,1180,POINT (136.831762202 36.48387058200007)
901,1147,POINT (136.840039713 36.34918058100004)
902,1173,POINT (136.8433246770001 36.56527856700006)
903,1190,POINT (136.977966646 36.94240539200007)
904,1125,POINT (137.133821331 36.52718959200007)
905,1141,POINT (137.072861009 36.39855559000006)
906,1140,POINT (137.0723537350001 36.51205596600005)
907,1132,POINT (137.099161876 36.64504088100006)
908,1191,POINT (136.9646990850001 36.98424875200004)
909,1192,POINT (136.8939214870001 36.99927656500006)
910,1194,POINT (136.8299492770001 37.10555436700002)
911,1193,POINT (136.8420768080001 37.10878691800008)
912,1196,POINT (137.0359218110001 37.22224869700005)
913,1195,POINT (137.0491561570001 37.23379441500003)
914,1197,POINT (137.0445750220001 37.22402565000004)
915,1199,POINT (137.182718697 37.33857224300004)
916,1200,POINT (137.1864431070001 37.35630520500007)
917,1201,POINT (137.1775671900001 37.39146620000002)
918,1202,POINT (137.1472085730001 37.44537856600004)
919,1203,POINT (137.263280041 37.47111000600006)
920,1204,POINT (137.3239668340001 37.49812659100007)
921,1205,POINT (137.042814998 37.37754415300003)
922,1207,POINT (136.8780177440001 37.38876298200006)
923,1210,POINT (136.87050521 37.37944309800002)
924,1206,POINT (136.872811734 37.37956334600005)
925,1209,POINT (136.8895330260001 37.37708198200005)
926,1208,POINT (136.889983634 37.37948177800007)
927,1211,POINT (136.8322004920001 37.26249712600003)
928,1217,POINT (136.8583382500001 36.89408184500007)
929,1216,POINT (136.8548660550001 36.89152629400007)
930,1215,POINT (136.852160504 36.88282641500007)
931,1218,POINT (136.8345658710001 36.84651663900007)
932,1213,POINT (136.8188131490001 36.87694351700003)
933,1214,POINT (136.8194904200001 36.83677525500008)
934,1219,POINT (136.787833577 36.79800530400007)
935,1220,POINT (136.7383254060001 37.05835831400003)
936,1222,POINT (136.810977986 36.87488856700003)
937,1227,POINT (136.7507686770001 36.72993497300007)
938,1228,POINT (136.8178140790001 36.68321922300004)
939,1224,POINT (136.7423098710001 36.65360999800004)
940,1226,POINT (136.7562290940001 36.65550995100006)
941,1225,POINT (136.767095711 36.68705293300007)
942,1229,POINT (136.7695739730001 36.67191001800006)
943,1223,POINT (136.7783864960001 36.56085177000006)
944,1230,POINT (136.7464380560001 36.43095028500005)
945,1231,POINT (136.7191160880001 36.45963533100007)
946,1234,POINT (136.6709196820001 36.47332158200004)
947,1232,POINT (136.6812250400001 36.48881153800005)
948,1241,POINT (136.6438644770001 36.26527672600002)
949,1237,POINT (136.640701065 36.29291995900007)
950,1239,POINT (136.741246154 36.25584572800005)
951,1235,POINT (136.687338833 36.27307079200006)
952,1236,POINT (136.744869469 36.28773949700008)
953,1242,POINT (136.579682476 36.28951327600004)
954,1238,POINT (136.6340570680001 36.40032958200004)
955,1243,POINT (136.4843919670001 36.29622142900007)
956,1245,POINT (136.3779700810001 36.20654943300008)
957,1244,POINT (136.349299672 36.21109399500006)
958,1198,POINT (137.0512327900001 37.30039187400007)
959,1221,POINT (136.8022385530001 36.95896117200004)
960,1233,POINT (136.7133734 36.49826643300003)
961,1240,POINT (136.7412425880001 36.25584875800007)
962,1212,POINT (136.8029191160001 37.07890069200005)
963,1250,POINT (136.6881680020001 35.88952731500007)
964,1249,POINT (136.321087894 36.10367672500007)
965,1251,POINT (136.672553568 35.90312325700006)
966,1247,POINT (136.727392494 35.94799084500005)
967,1252,POINT (136.6722900320001 35.92019404000007)
968,1253,POINT (136.622936155 35.95483943400006)
969,1268,POINT (136.5465105850001 35.84317387000004)
970,1257,POINT (136.4582397590001 35.84752843600006)
971,1266,POINT (136.541918095 35.91808298300003)
972,1258,POINT (136.5424785810001 36.06352634100006)
973,1255,POINT (136.588391385 36.09083282700004)
974,1260,POINT (136.3632158050001 36.04865850800007)
975,1261,POINT (136.280090231 35.71575406900007)
976,1264,POINT (136.257443272 35.71393442000004)
977,1259,POINT (136.248706297 35.74091168800004)
978,1246,POINT (136.1006327220001 35.92030345300003)
979,1265,POINT (136.033562134 35.88630202200005)
980,1263,POINT (136.092158916 36.02248683200003)
981,1254,POINT (136.3467209940001 36.15237082800007)
982,1269,POINT (136.0231962360001 36.01702745200004)
983,1270,POINT (135.887194826 35.42630556500006)
984,1262,POINT (136.129965466 35.88777757600008)
985,1271,POINT (135.63059132 35.45417321500003)
986,1267,POINT (136.3597029570001 35.94082753200007)
987,1256,POINT (136.588298427 36.09076735200006)
988,1248,POINT (136.1136066360001 35.95876090800004)
989,725,POINT (138.9485426320001 35.70800437300005)
990,724,POINT (139.0596658300001 35.61941071200005)
991,736,POINT (138.332419865 35.82475910400007)
992,734,POINT (138.3575943300001 35.74421731100006)
993,738,POINT (138.4977801360001 35.85833307400003)
994,742,POINT (138.434073064 35.87449098900004)
995,741,POINT (138.7641168130001 35.83907211700006)
996,743,POINT (138.8324838310001 35.71628198000008)
997,744,POINT (138.930089755 35.71851560200002)
998,737,POINT (138.570266542 35.76004951200008)
999,747,POINT (138.5536090640001 35.70557280200006)
1000,748,POINT (138.5202611660001 35.70271505000005)
1001,746,POINT (138.5799389360001 35.68744636700006)
1002,745,POINT (138.6582571770001 35.80127711300003)
1003,735,POINT (138.2995662740001 35.56977519100008)
1004,749,POINT (138.331529032 35.40855528000003)
1005,750,POINT (138.5166667760001 35.27722220100003)
1006,740,POINT (138.3289435720001 35.48711276500006)
1007,751,POINT (138.2979842540001 35.64503918000003)
1008,714,POINT (139.0069852910001 35.59762516400008)
1009,789,POINT (137.8104365 35.38003733200003)
1010,798,POINT (137.8468601760001 35.28281485500003)
1011,787,POINT (137.9052785600001 35.98176158100006)
1012,797,POINT (138.0305574280001 35.92805521600008)
1013,793,POINT (138.0792644630001 35.81380310600008)
1014,794,POINT (138.0792644630001 35.81380310600008)
1015,796,POINT (138.0629315970001 35.82967023200007)
1016,795,POINT (137.979016449 35.60740244000004)
1017,799,POINT (137.778282728 35.53102619400005)
1018,800,POINT (137.778282728 35.53102619400005)
1019,786,POINT (137.8578097540001 35.62085879800003)
1020,792,POINT (137.7087075710001 35.28400721400004)
1021,878,POINT (137.770110925 35.97685494300003)
1022,872,POINT (137.619847391 35.65876406800004)
1023,884,POINT (137.5702960030001 35.58670106500006)
1024,906,POINT (137.6019489030001 35.82627999200002)
1025,916,POINT (137.6778624420001 35.81969413000007)
1026,870,POINT (137.3940122340001 35.82420912500004)
1027,880,POINT (137.456028928 35.80702740200007)
1028,905,POINT (137.6019489030001 35.82627999200002)
1029,873,POINT (137.6252120170001 35.83921676800003)
1030,910,POINT (137.7390149830001 35.69127702100008)
1031,978,POINT (138.6526107610001 36.00518276700006)
1032,966,POINT (138.5938913640001 36.12433867500005)
1033,979,POINT (138.565758809 36.16047181300007)
1034,1005,POINT (137.633608319 36.17036577000005)
1035,998,POINT (138.543368683 36.30952689400004)
1036,999,POINT (138.548559296 36.26511081600006)
1037,980,POINT (138.0511490360001 36.48276199400004)
1038,990,POINT (138.3833113640001 36.36355932900005)
1039,1010,POINT (138.348834191 36.40841060300005)
1040,982,POINT (138.362369496 36.40820587000007)
1041,1008,POINT (138.110819437 36.29280703900002)
1042,994,POINT (138.349444842 36.50230489900008)
1043,961,POINT (138.1692500910001 36.32789778300003)
1044,993,POINT (138.1386357890001 36.38250381400007)
1045,989,POINT (137.718397543 36.13266115400006)
1046,997,POINT (137.7476974980001 36.15427110200005)
1047,1003,POINT (137.7713203980001 36.16839144900007)
1048,968,POINT (137.938054048 36.42413314200007)
1049,1004,POINT (137.95344618 36.47796353400003)
1050,983,POINT (138.0456240860001 36.57326052700006)
1051,1007,POINT (138.0820630810001 36.60750639400004)
1052,1009,POINT (138.1232577960001 36.62004994100005)
1053,1024,POINT (137.808967873 35.93495899400006)
1054,991,POINT (137.9030573980001 36.11465408700008)
1055,971,POINT (137.994217753 36.09201963100003)
1056,1001,POINT (138.0170955730001 36.26360074600007)
1057,970,POINT (137.6900264670001 36.47381309400004)
1058,974,POINT (137.7372543810001 36.49011036300004)
1059,960,POINT (137.7819487740001 36.51444357300005)
1060,984,POINT (138.039713214 36.35057468800005)
1061,986,POINT (137.9997435020001 36.41892693400007)
1062,962,POINT (137.9669403380001 36.72459268200004)
1063,988,POINT (138.120117756 36.66817072800006)
1064,1002,POINT (138.1332694800001 36.66393699400004)
1065,1016,POINT (138.377514783 36.62078107500002)
1066,1025,POINT (138.3451785510001 36.80639544300004)
1067,992,POINT (138.6284030390001 36.76314282400006)
1068,996,POINT (138.4454441400001 36.71589775900003)
1069,963,POINT (138.364763537 36.28676247900006)
1070,1026,POINT (138.1410712740001 36.40145665300003)
1071,995,POINT (138.297791273 36.83080367200006)
1072,1020,POINT (138.191020338 36.69056875500007)
1073,981,POINT (138.0485797670001 36.48897112100008)
1074,844,POINT (137.351137254 35.37391850200004)
1075,850,POINT (137.319990617 35.39818529700005)
1076,840,POINT (137.343712276 35.44111830400004)
1077,849,POINT (137.289129019 35.41737699000004)
1078,852,POINT (137.301466222 35.38599887000004)
1079,839,POINT (137.3023807820001 35.32865760400006)
1080,854,POINT (137.4285873920001 35.34268148300004)
1081,855,POINT (137.402377685 35.33148343900007)
1082,842,POINT (137.2615505700001 35.42153542700004)
1083,841,POINT (137.197528335 35.38396880900007)
1084,919,POINT (137.172073597 35.46894687600008)
1085,885,POINT (137.5252640220001 35.52141709900008)
1086,881,POINT (137.396170026 35.48103686200005)
1087,896,POINT (137.2946435910001 35.45972873000005)
1088,901,POINT (137.1720398530001 35.46900733700005)
1089,909,POINT (137.1033963900001 35.46508330000006)
1090,893,POINT (137.0451394940001 35.44130530700005)
1091,877,POINT (137.4698777740001 35.54287921300005)
1092,871,POINT (137.5015317330001 35.58658167700003)
1093,914,POINT (137.4633908640001 35.49416638200006)
1094,900,POINT (137.4574253820001 35.44925096200006)
1095,920,POINT (137.429972729 35.42544421800005)
1096,913,POINT (137.4265035740001 35.43657326200002)
1097,860,POINT (137.4549269710001 35.36730195200005)
1098,925,POINT (137.4740882470001 35.36316517900008)
1099,892,POINT (137.4738400000001 35.41148760500005)
1100,926,POINT (137.339864236 35.52907600700007)
1101,902,POINT (137.4930016120001 36.03194379800004)
1102,876,POINT (137.4629459160001 36.02930492300004)
1103,904,POINT (137.412132022 36.07652230000008)
1104,891,POINT (137.3911503520001 36.07387685800006)
1105,867,POINT (137.2511245290001 35.94199106300005)
1106,903,POINT (137.1829162570001 35.70702429200003)
1107,898,POINT (137.0270439450001 35.47697474900008)
1108,886,POINT (137.1372506600001 35.54280528600003)
1109,897,POINT (137.0689972810001 35.47926801500006)
1110,864,POINT (137.3990396690001 36.06559426000007)
1111,915,POINT (137.2145094220001 36.02781184600008)
1112,930,POINT (137.2432326830001 35.90805240000003)
1113,875,POINT (137.188974538 35.81370390600006)
1114,895,POINT (137.157707392 35.76094396700006)
1115,911,POINT (137.1403065980001 35.73141615900005)
1116,912,POINT (137.344022362 35.75925889500007)
1117,929,POINT (137.0849739170001 35.48295599100004)
1118,917,POINT (137.201839529 35.41469526700007)
1119,882,POINT (137.193581697 35.43448563600003)
1120,890,POINT (137.1327159580001 35.43680453700006)
1121,865,POINT (137.121900823 35.44048066500005)
1122,889,POINT (137.1189997010001 35.40067131000006)
1123,933,POINT (136.8559069260001 35.78909541900003)
1124,923,POINT (136.9029457260001 35.90394381300007)
1125,927,POINT (136.6914139820001 35.73594125000005)
1126,928,POINT (136.6829221920001 35.73417812800005)
1127,879,POINT (136.702845893 35.56242486200006)
1128,935,POINT (136.455183451 35.59289004700003)
1129,887,POINT (136.502028716 35.66363873700004)
1130,934,POINT (136.455183451 35.59289004700003)
1131,899,POINT (136.5019174070001 35.56161080500004)
1132,908,POINT (136.5333598350001 35.51435658000003)
1133,921,POINT (136.4891513790001 35.39821732500008)
1134,894,POINT (136.348263436 35.64619340900003)
1135,907,POINT (136.4841261890001 35.47076480800007)
1136,922,POINT (136.6620892520001 35.73805504100005)
