,dam_code,geometry
1137,862,POINT (136.5406156050001 35.39625504700007)
1138,863,POINT (136.5406518650001 35.39410850200005)
1139,874,POINT (136.474629283 35.24230253800005)
1140,1118,POINT (137.14185809 36.03236195300008)
1141,1134,POINT (137.3463122830001 36.17972961700008)
1142,1119,POINT (137.370628236 36.21661593800007)
1143,1122,POINT (137.025335906 36.24886035200007)
1144,1126,POINT (137.125789635 36.27974142100004)
1145,1133,POINT (137.1230342490001 36.31437322100004)
1146,1128,POINT (137.166457139 36.33945061500003)
1147,1129,POINT (137.279095846 36.42856115800004)
1148,1136,POINT (137.3518361030001 36.29697277800005)
1149,1123,POINT (137.4116638690001 36.32080167500004)
1150,1137,POINT (137.253058352 36.28527670100004)
1151,1151,POINT (136.9104190060001 36.13813821700006)
1152,1152,POINT (136.8934371270001 36.24844415000007)
1153,1153,POINT (136.8974383970001 36.31243119100003)
1154,1148,POINT (136.874763504 36.35012297200007)
1155,1150,POINT (136.8816686570001 36.04111029600006)
1156,1157,POINT (136.822030441 36.14072158400006)
1157,1149,POINT (136.8228194400001 36.14435501300005)
1158,851,POINT (137.3779744100001 35.40615661400005)
1159,859,POINT (137.076581679 35.51210318200003)
1160,918,POINT (136.513835286 35.35746490100007)
1161,1130,POINT (137.322501899 36.11860093100006)
1162,853,POINT (137.0871770150001 35.33680247900003)
1163,869,POINT (137.4952859000001 35.58744272900003)
1164,861,POINT (137.158645404 35.41140135900002)
1165,866,POINT (137.4197480500001 35.40823714000004)
1166,868,POINT (137.499233544 35.44415033500007)
1167,936,POINT (136.4527838820001 35.36301281600004)
1168,845,POINT (137.2580248280001 35.29795405000004)
1169,729,POINT (138.8847295160001 35.33755693700004)
1170,731,POINT (139.0692764200001 34.93626908000005)
1171,732,POINT (138.8224466720001 34.69242712100004)
1172,739,POINT (138.5699722000001 35.30236111000005)
1173,765,POINT (138.2465433120001 35.49869614000005)
1174,762,POINT (138.1831547300001 35.32112283000004)
1175,754,POINT (138.20294976 35.30778220000008)
1176,757,POINT (138.198815919 35.41206901100003)
1177,761,POINT (138.2227778 35.21005556000006)
1178,752,POINT (138.208084782 35.20585087300003)
1179,758,POINT (138.1552569160001 35.16639585400003)
1180,759,POINT (138.1424444 35.16452778000007)
1181,760,POINT (138.13294107 35.15780641000003)
1182,753,POINT (138.09001363 35.21690432000003)
1183,763,POINT (138.1146432530001 35.18206779000008)
1184,755,POINT (138.0747778000001 35.01702778000003)
1185,766,POINT (138.0939921200001 34.97126502000003)
1186,756,POINT (138.06280486 34.87264998000006)
1187,768,POINT (138.1298037720001 34.72994520000003)
1188,771,POINT (138.1070238300001 34.73011042000007)
1189,773,POINT (137.9933500070001 34.70990817200004)
1190,774,POINT (137.9956391400001 34.90547050000004)
1191,781,POINT (138.0490183100001 34.79715648000007)
1192,775,POINT (138.038162615 34.79446890800006)
1193,776,POINT (138.0358333 34.79575)
1194,777,POINT (138.02802882 34.80231358000003)
1195,780,POINT (138.0307790400001 34.80329004000004)
1196,779,POINT (138.04596557 34.79811111000004)
1197,778,POINT (138.0444648900001 34.80306141000005)
1198,784,POINT (137.993885212 34.82516903200008)
1199,783,POINT (138.01088171 34.85748478000005)
1200,785,POINT (137.7941015500001 35.09913636000005)
1201,791,POINT (137.8119902940001 34.89069574500007)
1202,802,POINT (137.9316317600001 35.18476375700004)
1203,803,POINT (137.7252080200001 34.87724965000007)
1204,782,POINT (138.02861111 34.81027778000004)
1205,733,POINT (138.9116252760001 35.01655864800006)
1206,769,POINT (138.0138639910001 34.73280913000008)
1207,772,POINT (138.1316382040001 34.72005543400007)
1208,767,POINT (138.005875529 34.75415328400004)
1209,770,POINT (138.0866116890001 34.78950814200005)
1210,764,POINT (138.121855136 35.13225631900008)
1211,788,POINT (137.794033902 35.09916381100004)
1212,790,POINT (137.828111721 34.97234244600003)
1213,728,POINT (138.9866657450001 35.37894225100007)
1214,801,POINT (137.7604722000001 35.12577778000008)
1215,804,POINT (137.1098472980001 34.60454352900007)
1216,805,POINT (137.153695111 34.60907247200004)
1217,809,POINT (137.4955556000001 34.84055556000004)
1218,807,POINT (137.6647847930001 34.98357775700003)
1219,816,POINT (137.5995257600001 34.94362267000002)
1220,811,POINT (137.6487168870001 35.00896991700006)
1221,813,POINT (137.0565245030001 34.59694823100006)
1222,812,POINT (137.33625 34.85802778000004)
1223,808,POINT (137.4147654330001 34.88302596100004)
1224,815,POINT (137.3477778 34.67321265000004)
1225,810,POINT (137.4839506170001 34.79713712600005)
1226,817,POINT (137.2641667 34.83166667000006)
1227,823,POINT (137.198524182 35.12176453400008)
1228,821,POINT (137.2269253630001 35.22535474100005)
1229,819,POINT (137.4199047520001 35.23626826100008)
1230,829,POINT (137.4763700120001 35.18715808800005)
1231,827,POINT (137.45851085 35.19976449000006)
1232,825,POINT (137.200305283 34.95311263800005)
1233,820,POINT (137.1462563010001 34.85168542900004)
1234,830,POINT (137.1139576530001 34.81259745800003)
1235,831,POINT (137.3980833000001 35.03505556000005)
1236,828,POINT (137.3879325290001 34.89466145700004)
1237,826,POINT (137.1989722000001 34.87855556000005)
1238,833,POINT (137.056662585 35.10301873900005)
1239,835,POINT (136.851660247 34.91320666200005)
1240,838,POINT (136.9495278000001 35.051)
1241,836,POINT (136.949857067 35.05680785300007)
1242,846,POINT (136.9828882280001 35.27783576900003)
1243,847,POINT (137.1172796560001 35.23120500700003)
1244,848,POINT (137.045198213 35.18875857100005)
1245,857,POINT (137.0100003160001 35.36066652400007)
1246,938,POINT (136.6891313660001 35.25236713300006)
1247,858,POINT (137.0748044540001 35.11607794400004)
1248,924,POINT (137.0895969330001 35.09206927900004)
1249,937,POINT (136.8883385360001 34.96326570700006)
1250,931,POINT (136.99306477 35.33619076000008)
1251,932,POINT (136.99306477 35.33619076000008)
1252,806,POINT (137.36196381 34.74543661000007)
1253,814,POINT (137.5550041800001 35.09152687000005)
1254,822,POINT (137.1888302470001 35.20325384700004)
1255,834,POINT (136.864179647 34.92193877700004)
1256,837,POINT (137.0075737200001 35.15047765000003)
1257,856,POINT (137.1316592600001 35.25270731000006)
1258,824,POINT (137.216220891 34.94633849400003)
1259,818,POINT (137.26407699 34.83172344300004)
1260,843,POINT (137.0503259870001 35.32947633300006)
1261,832,POINT (137.3906887490001 35.24043521300007)
1262,883,POINT (136.697022012 35.08007300500003)
1263,940,POINT (136.4817506320001 35.22049079200008)
1264,941,POINT (136.4956358310001 35.08429969200006)
1265,943,POINT (136.5252695090001 34.89760003800006)
1266,888,POINT (136.575671765 35.14826653000006)
1267,942,POINT (136.4914089440001 35.00167667800002)
1268,1273,POINT (136.551472189 35.16508331800003)
1269,1276,POINT (136.5543639160001 35.12920749800003)
1270,1275,POINT (136.5656791260001 35.12175471600005)
1271,1272,POINT (136.5239863510001 35.16830485800006)
1272,1277,POINT (136.635965735 35.03715648200006)
1273,1278,POINT (136.6186750910001 35.03856484100004)
1274,1279,POINT (136.48230819 34.92401955100007)
1275,1281,POINT (136.4859487360001 34.82941672600003)
1276,1284,POINT (136.3824444000001 34.80686111000006)
1277,1282,POINT (136.4353344750001 34.77723244500004)
1278,1285,POINT (136.3983333000001 34.75944444000004)
1279,1283,POINT (136.45965774 34.75219154000007)
1280,1291,POINT (136.237214803 34.53161880800008)
1281,1289,POINT (136.312879584 34.59681224100007)
1282,1287,POINT (136.2886389 34.61216667000008)
1283,1295,POINT (136.3242778000001 34.67644444000007)
1284,1293,POINT (136.3816636680001 34.71246348900007)
1285,1294,POINT (136.4011944 34.64861111000005)
1286,1286,POINT (136.4381944 34.64991667000004)
1287,1290,POINT (136.4162778000001 34.71413889000007)
1288,1288,POINT (136.4277778000001 34.58805556000004)
1289,1299,POINT (136.3668274150001 34.44337011700003)
1290,1297,POINT (136.2088889 34.37722222000008)
1291,1300,POINT (136.3608056 34.44444444000004)
1292,1296,POINT (136.3437947800001 34.44156458000003)
1293,1298,POINT (136.546900143 34.46848531400008)
1294,1315,POINT (136.196289586 34.28660907500006)
1295,1307,POINT (136.144748914 34.22384935400004)
1296,1312,POINT (136.363997594 34.38414977900004)
1297,1308,POINT (136.4013170640001 34.38898904300004)
1298,1310,POINT (136.378594794 34.38257250200007)
1299,1311,POINT (136.49536145 34.41421365200006)
1300,1316,POINT (136.5667470240001 34.44192812900008)
1301,1314,POINT (136.5588121100001 34.42508716000003)
1302,1313,POINT (136.5823386760001 34.43918977100003)
1303,1309,POINT (136.604543916 34.44995082600008)
1304,1319,POINT (136.8464685810001 34.42344993000006)
1305,1318,POINT (136.814181586 34.43889909200004)
1306,1320,POINT (136.7824073930001 34.39891758200002)
1307,1321,POINT (136.7649167000001 34.36325)
1308,1322,POINT (136.1623239640001 34.09187447400006)
1309,1324,POINT (136.002385192 33.96023711300006)
1310,1335,POINT (135.9276918320001 33.93475620400005)
1311,1498,POINT (136.24088242 34.70728196000005)
1312,1489,POINT (136.1860193860001 34.65582361800006)
1313,1462,POINT (136.1298563910001 34.68561629900006)
1314,1506,POINT (136.2605650380001 34.83549629300006)
1315,1464,POINT (136.143510169 34.74677087100002)
1316,1468,POINT (136.23341369 34.81129851400004)
1317,1500,POINT (136.2628997630001 34.80219599000003)
1318,1447,POINT (136.269212464 34.81054458600005)
1319,1482,POINT (136.2147216310001 34.71725360900007)
1320,1437,POINT (136.1217310650001 34.83847113800005)
1321,1505,POINT (136.1181802650001 34.88164987100004)
1322,1508,POINT (136.133611253 34.85666948100004)
1323,1507,POINT (136.198232391 34.84108269300003)
1324,1477,POINT (136.195 34.76333333000008)
1325,1486,POINT (136.1549657100001 34.61402778000007)
1326,1476,POINT (136.1197605200001 34.60430405000005)
1327,1451,POINT (136.131883602 34.65122882900005)
1328,1499,POINT (136.1138830350001 34.67716445800005)
1329,1450,POINT (136.1189457080001 34.70206444100006)
1330,1457,POINT (136.0936940700001 34.69310215800004)
1331,1304,POINT (136.6077490670001 34.51091343100006)
1332,1317,POINT (136.84221075 34.45019495000003)
1333,1469,POINT (136.2369297560001 34.76954396800005)
1334,1456,POINT (136.15794341 34.57968283000002)
1335,1475,POINT (136.1581201 34.57960059000004)
1336,1306,POINT (136.6051231700001 34.44749136000007)
1337,1274,POINT (136.5423918570001 35.16390096400005)
1338,1280,POINT (136.482276424 34.92399591800006)
1339,1305,POINT (136.416579349 34.35366436100003)
1340,1452,POINT (136.155671328 34.65558163000003)
1341,939,POINT (136.5355815610001 35.16185067100002)
1342,1446,POINT (136.2326438150001 34.80498549200007)
1343,1301,POINT (136.3945139120001 34.39278851500006)
1344,1302,POINT (136.5985367550001 34.45227514300007)
1345,1444,POINT (136.1569817950001 34.65772889300007)
1346,1303,POINT (136.4619285160001 34.43941191500005)
1347,1292,POINT (136.3274087540001 34.69971640000006)
1348,1434,POINT (136.3499163930001 35.48502160600003)
1349,1443,POINT (136.299743937 35.23736600400008)
1350,1433,POINT (136.3391346500001 35.17104699000004)
1351,1501,POINT (136.2908333 35.15416667000005)
1352,1430,POINT (136.3352973850001 35.07615084900004)
1353,1459,POINT (136.25925 35.00522222000006)
1354,1492,POINT (136.3030128600001 34.99556480000007)
1355,1448,POINT (136.271211039 34.97273838300003)
1356,1454,POINT (136.3510629900001 34.97689650000007)
1357,1453,POINT (136.3510629900001 34.97689650000007)
1358,1461,POINT (136.3040278000001 34.95636111000005)
1359,1504,POINT (136.2937362480001 34.95537583000004)
1360,1439,POINT (136.212985976 34.96363003300007)
1361,1440,POINT (136.281217963 34.90218424000005)
1362,1491,POINT (136.127929493 34.94308883200006)
1363,1458,POINT (135.9798349560001 35.45013985800006)
1364,1472,POINT (135.9553192880001 35.44539948600004)
1365,1473,POINT (135.9566389 35.37808333000004)
1366,1478,POINT (135.9722960800001 34.95152992000004)
1367,1465,POINT (135.9062071400001 34.98119121000008)
1368,1494,POINT (136.223318972 35.61611949700006)
1369,1449,POINT (136.287606212 34.99908501400006)
1370,1460,POINT (136.2614410910001 35.00772581000007)
1371,1441,POINT (136.2812984210001 34.90232740900007)
1372,1445,POINT (136.266095066 34.95445816200004)
1373,1369,POINT (135.436583323 35.44271398900003)
1374,1382,POINT (135.5765985600001 35.27537258000007)
1375,1372,POINT (135.4166637300001 35.25219267000006)
1376,1378,POINT (135.3334324040001 35.27664130200003)
1377,1374,POINT (135.4607222000001 35.26226801000007)
1378,1381,POINT (135.4260279250001 35.22647131200006)
1379,1385,POINT (135.4392854700001 35.23984221300003)
1380,1380,POINT (135.3761398600001 35.26109855000004)
1381,1373,POINT (135.3554525600001 35.28000487000003)
1382,1384,POINT (135.0686874400001 35.25391330000008)
1383,1371,POINT (135.0944387430001 35.27656510200006)
1384,1386,POINT (135.0774376290001 35.57865898200004)
1385,1471,POINT (135.8536389000001 34.89522222000005)
1386,1463,POINT (135.555632938 35.13345062100007)
1387,1470,POINT (135.5167649030001 35.14756983400002)
1388,1490,POINT (135.5592222 35.09394444000003)
1389,1493,POINT (135.6059087450001 35.09223900300003)
1390,1435,POINT (135.525967935 34.96189914400003)
1391,1479,POINT (135.6021209500001 35.08832523000007)
1392,1480,POINT (135.6021209500001 35.08832523000007)
1393,1503,POINT (136.0112134570001 34.75302861700004)
1394,1484,POINT (135.8542166880001 34.81130298600004)
1395,1485,POINT (135.8542878220001 34.81133543300007)
1396,1495,POINT (135.82801471 34.88098358000008)
1397,1496,POINT (135.82801471 34.88098358000008)
1398,1375,POINT (135.4353137280001 35.20952264100004)
1399,1376,POINT (135.438854179 35.20754995600004)
1400,1379,POINT (135.4043308880001 35.18382477400007)
1401,1394,POINT (135.1736987400001 34.28327404000004)
1402,1395,POINT (135.23120081 34.31720328000006)
1403,1396,POINT (135.2559114950001 34.33657829600003)
1404,1399,POINT (135.2272195050001 34.31156027800006)
1405,1397,POINT (135.2607234990001 34.32940104300008)
1406,1400,POINT (135.195357036 34.30619607700004)
1407,1398,POINT (135.3098333 34.32327778000007)
1408,1401,POINT (135.3293713700001 34.36359977900003)
1409,1403,POINT (135.3507694680001 34.37894139600007)
1410,1402,POINT (135.3295833000001 34.35422222000005)
1411,1404,POINT (135.3533957870001 34.35859468000007)
1412,1405,POINT (135.3749722000001 34.37236111000004)
1413,1407,POINT (135.47709623 34.46564764000004)
1414,1406,POINT (135.45577602 34.50415962000005)
1415,1411,POINT (135.5281344700001 34.45592106000004)
1416,1418,POINT (135.5292530140001 34.39662081300003)
1417,1420,POINT (135.55940251 34.46548722000006)
1418,1426,POINT (135.5509408400001 34.50648584000004)
1419,1427,POINT (135.5509408400001 34.50648584000004)
1420,1502,POINT (135.681426395 34.72728147200007)
1421,1481,POINT (135.6847115500001 34.73796486400005)
1422,1466,POINT (135.5603643210001 34.87108229600005)
1423,1467,POINT (135.4772837900001 34.86029887000007)
1424,1483,POINT (135.6708333 34.72325)
1425,1442,POINT (135.6395472950001 34.60640623600005)
1426,1432,POINT (135.6653137760001 34.67034986900006)
1427,1412,POINT (135.64493544 34.50980952000003)
1428,1428,POINT (135.64739052 34.50954052000003)
1429,1429,POINT (135.64861383 34.50931353000004)
1430,1408,POINT (135.4771005970001 34.46565285700007)
1431,1409,POINT (135.4761578490001 34.46109796500008)
1432,1410,POINT (135.4761320660001 34.46110619700005)
1433,1370,POINT (135.1240087900001 35.13576555000003)
1434,1377,POINT (135.1015919030001 35.24372397200005)
1435,1383,POINT (135.1931983700001 35.15693016000006)
1436,1392,POINT (134.83161942 35.23742776000006)
1437,1388,POINT (134.91645114 35.35141378000003)
1438,1389,POINT (134.81786264 35.29037328000004)
1439,1390,POINT (134.82106566 35.45505430000003)
1440,1393,POINT (134.5760556 35.48399777000003)
1441,1455,POINT (135.4116301080001 34.90518651800005)
1442,1513,POINT (135.20759395 34.93366285000008)
1443,1514,POINT (135.2057337000001 34.80119285000006)
1444,1515,POINT (135.2561252690001 34.82655052800004)
1445,1510,POINT (135.27 34.87639592000005)
1446,1511,POINT (135.2919771830001 34.86510213900004)
1447,1509,POINT (135.330881253 34.78529620400008)
1448,1516,POINT (135.3222619830001 34.77200161700006)
1449,1517,POINT (135.322773298 34.77429389400004)
1450,1519,POINT (135.19000682 34.71103940000006)
1451,1518,POINT (135.19000682 34.71103940000006)
1452,1522,POINT (135.158740639 34.69161078400003)
1453,1521,POINT (135.159552091 34.71714239300007)
1454,1520,POINT (135.1475950390001 34.70426412000006)
1455,1524,POINT (135.04363618 34.70333333000008)
1456,1527,POINT (135.0302992050001 34.69586278800006)
1457,1537,POINT (134.8549670630001 34.79084224200005)
1458,1529,POINT (134.856501533 34.79533601100007)
1459,1530,POINT (134.8424465500001 34.79456908000003)
1460,1553,POINT (134.891 34.79516667000007)
1461,1550,POINT (135.3568955510001 35.06534521400005)
1462,1540,POINT (135.2717932200001 35.10875221000003)
1463,1533,POINT (135.2223423400001 35.11020741000004)
1464,1536,POINT (135.02347808 35.01917201000003)
1465,1538,POINT (134.9133061700001 35.02896621000008)
1466,1551,POINT (134.9081145800001 35.01000350000004)
1467,1539,POINT (135.01625648 34.93838650000004)
1468,1535,POINT (135.1169181600001 34.94598006000007)
1469,1544,POINT (135.008032185 34.89706948600008)
1470,1546,POINT (134.9899907900001 34.87635607000004)
1471,1542,POINT (135.0723860090001 34.93002911400004)
1472,1548,POINT (135.040843705 34.78704783000006)
1473,1549,POINT (135.0442106700001 34.78742499000003)
1474,1545,POINT (135.1129561700001 34.81909159900005)
1475,1547,POINT (135.0785812300001 34.76673865400005)
1476,1534,POINT (135.0716927300001 34.77349158000004)
1477,1528,POINT (134.8752582200001 34.81842535000004)
1478,1552,POINT (134.8791730900001 34.82697549000005)
1479,1554,POINT (135.1077737200001 35.04669211000004)
1480,1556,POINT (134.9269003740001 34.28757930000006)
1481,1563,POINT (134.8812176700001 35.23749437000004)
1482,1557,POINT (134.8217316800001 35.18454094000003)
1483,1565,POINT (134.7174167000001 35.13111902000003)
1484,1558,POINT (134.69829727 35.12369934000003)
1485,1559,POINT (134.70152638 35.12303267000004)
1486,1560,POINT (134.7045174100001 35.12922920000005)
1487,1561,POINT (134.70299794 35.13214794000004)
1488,1562,POINT (134.6965556 35.12429515000008)
1489,1564,POINT (134.7780556 34.88722222000007)
1490,1566,POINT (134.63360704 35.00115852000005)
1491,1572,POINT (134.5385812100001 35.23118074000007)
1492,1569,POINT (134.6615841250001 35.18647647600005)
1493,1570,POINT (134.4821481900001 34.98511632000003)
1494,1571,POINT (134.494541613 34.80863648500008)
1495,1568,POINT (134.6126172300001 35.04472406000008)
1496,1576,POINT (134.4169484900001 35.00011334000004)
1497,1574,POINT (134.28122756 34.87449880000003)
1498,1575,POINT (134.4233444140001 34.99301676300007)
1499,1573,POINT (134.4420350800001 34.94313153000007)
1500,1578,POINT (134.423623657 34.92768520400006)
1501,1579,POINT (134.3341791590001 34.80590639200005)
1502,1580,POINT (134.9935278 34.56455556000003)
1503,1581,POINT (134.9888823040001 34.57190386700006)
1504,1583,POINT (135.006873777 34.57550007800006)
1505,1582,POINT (134.9615373500001 34.52593265000007)
1506,1584,POINT (134.930522555 34.49467617500005)
1507,1590,POINT (134.8311788240001 34.29472195300008)
1508,1585,POINT (134.8438333 34.29711111000006)
1509,1587,POINT (134.85024176 34.28880537900005)
1510,1586,POINT (134.8984246880001 34.30389008800006)
1511,1589,POINT (134.879372857 34.28903355600005)
1512,1588,POINT (134.8734624780001 34.29801236100008)
1513,1591,POINT (134.767386006 34.22091044000007)
1514,1595,POINT (134.715570629 34.30983110900007)
1515,1592,POINT (134.8154134030001 34.27440067200007)
1516,1596,POINT (134.8179744830001 34.27818998200007)
1517,1593,POINT (134.7715166830001 34.24231728700005)
1518,1598,POINT (134.7898014560001 34.25092132600003)
1519,1599,POINT (134.797494905 34.24978619700005)
1520,1597,POINT (134.8032629850001 34.27233890400004)
1521,1594,POINT (134.7790627400001 34.23798805000007)
1522,1600,POINT (134.9552310830001 34.55375146200004)
1523,1368,POINT (135.2264529280001 35.14311599500007)
1524,1387,POINT (134.8888019880001 35.27500215200007)
1525,1391,POINT (135.0046374970001 35.48689823400008)
1526,1541,POINT (135.348660761 35.10434967600003)
1527,1555,POINT (135.01220775 34.82009701000004)
1528,1577,POINT (134.44742683 34.97483863000008)
1529,1567,POINT (134.633504978 35.00120059000005)
1530,1512,POINT (135.2511573180001 34.89621471800007)
1531,1531,POINT (135.1618841730001 35.11859033800005)
1532,1523,POINT (135.0171014240001 34.69612695400008)
1533,1525,POINT (135.024069509 34.69108977300004)
1534,1526,POINT (135.0343607350001 34.69771930600007)
1535,1532,POINT (134.905223264 35.04724623200008)
1536,1543,POINT (134.9123375250001 35.04025484500005)
1537,1332,POINT (135.787934369 34.04457367800006)
1538,1323,POINT (135.7827163940001 33.90944414800003)
1539,1334,POINT (135.7413281500001 34.17936787000008)
1540,1327,POINT (135.899054845 34.21927805400003)
1541,1326,POINT (135.83490412 34.21307005000006)
1542,1331,POINT (135.811726194 34.12126933500008)
1543,1330,POINT (135.82516305 34.12824166000007)
1544,1328,POINT (135.970913439 34.04691116600003)
1545,1325,POINT (136.0506673260001 34.09099950900003)
1546,1360,POINT (135.935124877 34.35340790000004)
1547,1361,POINT (136.012519418 34.27393776300005)
1548,1352,POINT (135.8909341550001 34.39954674100005)
1549,1366,POINT (135.724774955 34.32851763600007)
1550,1425,POINT (135.9082222000001 34.54422222000005)
1551,1414,POINT (135.8713592300001 34.49988256000006)
1552,1424,POINT (135.876511046 34.58854006300004)
1553,1419,POINT (135.8690315050001 34.66038312400008)
1554,1417,POINT (135.8485266340001 34.62186043100007)
1555,1416,POINT (135.8485266820001 34.62186038300007)
1556,1415,POINT (135.8713592300001 34.49988256000006)
1557,1421,POINT (135.7180215340001 34.76315097600008)
1558,1413,POINT (135.69576169 34.51177646000008)
1559,1422,POINT (135.6713579350001 34.60588250300003)
1560,1497,POINT (135.9614444450001 34.50704529200004)
1561,1438,POINT (135.9210957070001 34.47335868100004)
1562,1431,POINT (135.9095079440001 34.45592518700005)
1563,1487,POINT (136.007091239 34.55525803000006)
1564,1488,POINT (136.02780641 34.67175422000003)
1565,1436,POINT (135.9781543300001 34.70041667000004)
1566,1474,POINT (135.91367934 34.72487420900006)
1567,1423,POINT (135.671979983 34.60540060900007)
1568,1333,POINT (135.806134066 34.05647763000007)
1569,1329,POINT (135.6986399250001 34.14932755000007)
1570,1336,POINT (135.8343932400001 33.59384549000004)
1571,1337,POINT (135.6878029830001 33.59191106400004)
1572,1338,POINT (135.56340006 33.68403243000006)
1573,1339,POINT (135.3739233000001 33.84386087000007)
1574,1340,POINT (135.3207933900001 33.88296709000008)
1575,1341,POINT (135.3910132340001 33.95867542600007)
1576,1342,POINT (135.3000833000001 33.95794444000006)
1577,1343,POINT (135.1922122870001 33.94609294400004)
1578,1344,POINT (135.2328180520001 33.97363626800006)
1579,1345,POINT (135.2096511240001 33.99266399200008)
1580,1346,POINT (135.3588682130001 34.08048781500003)
1581,1347,POINT (135.1759923090001 34.13381248200005)
1582,1356,POINT (135.1969444000001 34.25583333000003)
1583,1363,POINT (135.5828477550001 34.28842443400004)
1584,1358,POINT (135.592835225 34.30050568500008)
1585,1351,POINT (135.5902291690001 34.29828286700007)
1586,1354,POINT (135.571821504 34.32404341300003)
1587,1350,POINT (135.5230816960001 34.30829441100008)
1588,1355,POINT (135.45275 34.26988889000006)
1589,1367,POINT (135.385477001 34.29080805100006)
1590,1362,POINT (135.3626012410001 34.28815662700003)
1591,1349,POINT (135.3339665250001 34.19345242300005)
1592,1359,POINT (135.343895135 34.28559446200006)
1593,1364,POINT (135.3029768770001 34.28243415900005)
1594,1357,POINT (135.3009721090001 34.28037193300003)
1595,1365,POINT (135.3274444000001 34.28325)
1596,1353,POINT (135.2395934100001 34.27353065000005)
1597,1348,POINT (135.5536820100001 34.31750056000004)
1598,2035,POINT (133.28454594 33.72903492)
1599,2050,POINT (133.3365833 33.77016667)
1600,2052,POINT (133.5504167 33.75652778000001)
1601,2047,POINT (133.2499444000001 33.6945)
1602,2040,POINT (133.37298891 33.73837334000002)
1603,2034,POINT (133.56503143 33.75657913)
1604,2051,POINT (133.60889917 33.73250906)
1605,2038,POINT (133.6551944 33.68105556)
1606,2080,POINT (134.1126389 33.59225)
1607,2081,POINT (134.10848572 33.57984203)
1608,2082,POINT (134.1170556 33.50719444)
1609,2084,POINT (133.97813101 33.60546508)
1610,2083,POINT (133.94174393 33.49215145)
1611,2087,POINT (133.83906736 33.54730385)
1612,2090,POINT (133.82775579 33.55041279000002)
1613,2088,POINT (133.82464528 33.52916744)
1614,2093,POINT (133.7360180123827 33.58619136148602)
1615,2094,POINT (133.8650556 33.70583333)
1616,2096,POINT (133.8128706 33.66144119)
1617,2097,POINT (133.7305165486035 33.63832891293466)
1618,2095,POINT (133.73178821 33.6269179)
1619,2101,POINT (133.68730513 33.64856531)
1620,2102,POINT (133.6591206034933 33.6214129222645)
1621,2103,POINT (133.5953007340697 33.60331870903003)
1622,2098,POINT (133.6062795103129 33.60178578924859)
1623,2099,POINT (133.6041999644473 33.60409921915271)
1624,2100,POINT (133.6222693645616 33.60341661939376)
1625,2104,POINT (133.4743746745627 33.60745862456786)
1626,2108,POINT (133.11607022 33.54487815)
1627,2106,POINT (133.2125323852521 33.56245967489358)
1628,2109,POINT (133.21443691 33.52342983)
1629,2113,POINT (132.9534444 33.34980555999999)
1630,2112,POINT (132.96642922 33.26195962)
1631,2114,POINT (132.81059622 32.92765177999998)
1632,2116,POINT (132.83458583 32.93421268)
1633,2117,POINT (132.9342547546567 32.8233033900989)
1634,2118,POINT (132.950446609684 32.80070776399223)
1635,2120,POINT (132.7412897053029 32.81271973569416)
1636,2121,POINT (132.7162802910731 32.83786768190956)
1637,2122,POINT (132.68691902 32.83062156)
1638,2123,POINT (132.7258050252233 33.02704826344763)
1639,2089,POINT (133.807046505937 33.55058521809401)
1640,2091,POINT (133.8166621090686 33.54512265500277)
1641,2092,POINT (133.8207101991589 33.53910100535614)
1642,2111,POINT (132.97222006 33.25906263999999)
1643,2115,POINT (132.8239627764533 33.00828679965129)
1644,2119,POINT (132.7417852502034 32.82753170112377)
1645,2085,POINT (133.8266177 33.5300166)
1646,2086,POINT (133.8483207762119 33.5203629349479)
1647,2079,POINT (134.0871880613425 33.36503379436487)
1648,2046,POINT (133.5540443252263 33.79966509767434)
1649,2048,POINT (133.5712222 33.93652778)
1650,2053,POINT (133.62576503 33.95649441)
1651,2060,POINT (133.34700865 33.85002296)
1652,2042,POINT (133.479655 33.88372905)
1653,2071,POINT (132.6250756396563 33.01038962587043)
1654,2073,POINT (132.58303033 33.11772273)
1655,2074,POINT (132.54170368 33.10170375)
1656,2075,POINT (132.591 33.24188889000001)
1657,2076,POINT (132.5670911903899 33.26631200628212)
1658,2077,POINT (132.4436369985094 33.43010334691188)
1659,2078,POINT (132.4237757719663 33.434298233307)
1660,2107,POINT (133.04204567 33.5406972)
1661,2105,POINT (133.0327778 33.71775)
1662,2110,POINT (132.9774646370064 33.52916096483514)
1663,2190,POINT (132.8949640059115 34.04526692310501)
1664,2194,POINT (133.3099167 33.894)
1665,2195,POINT (133.2768056 33.91013889)
1666,2196,POINT (133.2393434237883 33.91595775389183)
1667,2197,POINT (133.1602222 33.86672222)
1668,2201,POINT (133.09762698 33.88884389)
1669,2202,POINT (133.12736437 33.88525575)
1670,2200,POINT (133.0237317803825 33.85156422788477)
1671,2203,POINT (133.0315581455118 33.90553479798066)
1672,2204,POINT (133.02943978 33.95183969)
1673,2205,POINT (133.00581409 33.95708271)
1674,2207,POINT (132.93273095 33.9931811)
1675,2206,POINT (132.97747692 34.02372222000002)
1676,2208,POINT (132.9953611 34.02025)
1677,2212,POINT (132.9020677861584 34.04421182574187)
1678,2214,POINT (132.87142399 34.01381037)
1679,2213,POINT (132.84098261 34.01881751000001)
